"","V1"
"1344","MORN1"
"1345","MPC2"
"1346","MPND"
"1347","MPP3"
"1348","MPPED2"
"1349","MPRIP"
"1350","MPV17"
"1351","MRC1"
"1352","MRO"
"1353","MROH9"
"1354","MRPL11"
"1355","MRPL55"
"1356","MRPS30"
"1357","MRPS34"
"1358","MRVI1"
"1359","MSMO1"
"1360","MT-CO1"
"1361","MT-CO2"
"1362","MT-CO3"
"1363","MT-CYB"
"1364","MT-ND2"
"1365","MT-ND4"
"1366","MT-ND5"
"1367","MT-ND6"
"1368","MT-RNR1"
"1369","MT-RNR2"
"1370","MT-TL1"
"1371","MT-TT"
"1372","MT1E"
"1373","MT1X"
"1374","MTFR1"
"1375","MTHFD1L"
"1376","MTHFD2"
"1377","MTIF3"
"1378","MTM1"
"1379","MTMR12"
"1380","MTSS1L"
"1381","MTUS1"
"1382","MUM1"
"1383","MURC"
"1384","MVD"
"1385","MVP"
"1386","MX1"
"1387","MYBPC1"
"1388","MYBPHL"
"1389","MYEOV2"
"1390","MYH14"
"1391","MYH15"
"1392","MYH9"
"1393","MYLK"
"1394","MYLK4"
"1395","MYO10"
"1396","MYO15B"
"1397","MYO16"
"1398","MYO18A"
"1399","MYO5C"
"1400","MYO6"
"1401","MYOM1"
"1402","MYOZ2"
"1403","MYRIP"
"1404","MZT2A"
"1405","N4BP2"
"1406","N4BP2L2"
"1407","NAA16"
"1408","NAA50"
"1409","NADK"
"1410","NALCN"
"1411","NANOS3"
"1412","NASP"
"1413","NAV2"
"1414","NAV3"
"1415","NBEA"
"1416","NBL1"
"1417","NBPF19"
"1418","NBPF26"
"1419","NCAM2"
"1420","NCAN"
"1421","NCBP1"
"1422","NCKAP5"
"1423","NCRNA00185"
"1424","NDEL1"
"1425","NDFIP2"
"1426","NDRG1"
"1427","NDUFAF4"
"1428","NEAT1"
"1429","NEB"
"1430","NEBL"
"1431","NECAB2"
"1432","NECTIN1"
"1433","NECTIN3"
"1434","NEGR1"
"1435","NEK1"
"1436","NEK11"
"1437","NEK6"
"1438","NELL1"
"1439","NEXMIF"
"1440","NF1"
"1441","NFASC"
"1442","NFAT5"
"1443","NFATC2"
"1444","NFATC3"
"1445","NFIA"
"1446","NFIB"
"1447","NFIX"
"1448","NFKB1"
"1449","NFKBIA"
"1450","NFKBIZ"
"1451","NFS1"
"1452","NHSL1"
"1453","NID1"
"1454","NID2"
"1455","NIN"
"1456","NIPAL3"
"1457","NIT2"
"1458","NKAIN2"
"1459","NKAIN3"
"1460","NKAP"
"1461","NKTR"
"1462","NLGN1"
"1463","NLGN4X"
"1464","NLGN4Y"
"1465","NLRC4"
"1466","NLRP3"
"1467","NMI"
"1468","NMNAT1"
"1469","NMT1"
"1470","NMUR2"
"1471","NOC2L"
"1472","NOVA1"
"1473","NPAS3"
"1474","NPHP3"
"1475","NPL"
"1476","NPNT"
"1477","NPTXR"
"1478","NQO1"
"1479","NR2F1"
"1480","NR2F2"
"1481","NR3C2"
"1482","NR4A2"
"1483","NR4A3"
"1484","NRBP2"
"1485","NRG2"
"1486","NRG3"
"1487","NRG3-AS1"
"1488","NRP1"
"1489","NRXN1"
"1490","NRXN2"
"1491","NRXN3"
"1492","NSMAF"
"1493","NT5C2"
"1494","NT5DC3"
"1495","NTM"
"1496","NTNG1"
"1497","NTRK2"
"1498","NUAK1"
"1499","NUBPL"
"1500","NUDT1"
"1501","NUDT16L1"
"1502","NUDT6"
"1503","NUMB"
"1504","NUP210L"
"1505","NUP214"
"1506","NUPR1"
"1507","NXPH1"
"1508","OBSCN"
"1509","OCIAD2"
"1510","ODF2"
"1511","OGFRL1"
"1512","OLFM2"
"1513","OLIG1"
"1514","OMG"
"1515","ONECUT1"
"1516","OPCML"
"1517","OPTN"
"1518","OSBPL11"
"1519","OSBPL3"
"1520","OSBPL6"
"1521","OSBPL9"
"1522","OSGIN2"
"1523","OSMR"
"1524","OTUD7B"
"1525","OXR1"
"1526","P2RY1"
"1527","P2RY14"
"1528","P3H2"
"1529","P4HA2"
"1530","PACS1"
"1531","PACS2"
"1532","PACSIN2"
"1533","PADI2"
"1534","PAK1"
"1535","PALM"
"1536","PALM2"
"1537","PAMR1"
"1538","PAPLN"
"1539","PAPSS1"
"1540","PAQR8"
"1541","PARD3"
"1542","PARP12"
"1543","PATJ"
"1544","PAWR"
"1545","PCDH10"
"1546","PCDH11Y"
"1547","PCDH15"
"1548","PCDH17"
"1549","PCDH7"
"1550","PCDH9"
"1551","PCDHB2"
"1552","PCDHB3"
"1553","PCDHGB7"
"1554","PCDHGC3"
"1555","PCED1B"
"1556","PCF11"
"1557","PCLO"
"1558","PCSK4"
"1559","PCYT1B"
"1560","PDCD2L"
"1561","PDCD4"
"1562","PDCL2"
"1563","PDE10A"
"1564","PDE1C"
"1565","PDE3A"
"1566","PDE3B"
"1567","PDE4B"
"1568","PDE4DIP"
"1569","PDE5A"
"1570","PDE7B"
"1571","PDE8A"
"1572","PDGFD"
"1573","PDK4"
"1574","PDPN"
"1575","PDXK"
"1576","PDZK1"
"1577","PEG10"
"1578","PELI2"
"1579","PER1"
"1580","PER2"
"1581","PER3"
"1582","PEX5L"
"1583","PFDN5"
"1584","PFKFB1"
"1585","PFKFB2"
"1586","PFKFB3"
"1587","PFKP"
"1588","PGAP1"
"1589","PGM2L1"
"1590","PHEX"
"1591","PHF11"
"1592","PHF8"
"1593","PHLPP1"
"1594","PHYHD1"
"1595","PHYKPL"
"1596","PI16"
"1597","PIAS3"
"1598","PID1"
"1599","PIEZO1"
"1600","PIEZO2"
"1601","PIH1D2"
"1602","PIK3C2A"
"1603","PIK3R1"
"1604","PIK3R4"
"1605","PILRB"
"1606","PIP4K2A"
"1607","PIP4K2C"
"1608","PIP5K1C"
"1609","PIPOX"
"1610","PIR"
"1611","PITPNA"
"1612","PITPNC1"
"1613","PITPNM2"
"1614","PKD1"
"1615","PKD1L2"
"1616","PLA2G16"
"1617","PLA2G4C"
"1618","PLA2R1"
"1619","PLAGL1"
"1620","PLAT"
"1621","PLCB1"
"1622","PLCD3"
"1623","PLCE1"
"1624","PLCG1"
"1625","PLCH1"
"1626","PLCL1"
"1627","PLCXD3"
"1628","PLD1"
"1629","PLD2"
"1630","PLD5"
"1631","PLEC"
"1632","PLEKHA2"
"1633","PLEKHA5"
"1634","PLEKHA6"
"1635","PLEKHB1"
"1636","PLEKHG1"
"1637","PLEKHG3"
"1638","PLK5"
"1639","PLLP"
"1640","PLOD2"
"1641","PLP1"
"1642","PLPP1"
"1643","PLPP4"
"1644","PLS3"
"1645","PLSCR1"
"1646","PLXDC2"
"1647","PLXNA2"
"1648","PLXNA4"
"1649","PLXNB2"
"1650","PLXNB3"
"1651","PLXNC1"
"1652","PM20D1"
"1653","PMVK"
"1654","PNPLA2"
"1655","PNPLA6"
"1656","PNPLA7"
"1657","PODXL"
"1658","POLD4"
"1659","POLR1D"
"1660","POLR2F"
"1661","POLR2G"
"1662","POLR3A"
"1663","PON2"
"1664","POU2F1"
"1665","POU3F3"
"1666","PPA1"
"1667","PPARG"
"1668","PPARGC1A"
"1669","PPCS"
"1670","PPEF2"
"1671","PPFIA1"
"1672","PPFIA2"
"1673","PPFIBP2"
"1674","PPIA"
"1675","PPIE"
"1676","PPM1B"
"1677","PPM1E"
"1678","PPM1L"
"1679","PPP1R12B"
"1680","PPP1R8"
"1681","PPP1R9A"
"1682","PPP2CB"
"1683","PPP2R2B"
"1684","PPP3CC"
"1685","PPP4R2"
"1686","PQLC3"
"1687","PRDM15"
"1688","PRDM5"
"1689","PRDX6"
"1690","PRELP"
"1691","PREP"
"1692","PRICKLE2"
"1693","PRIMPOL"
"1694","PRKACA"
"1695","PRKCA"
"1696","PRKCE"
"1697","PRKCH"
"1698","PRKCQ"
"1699","PRKD1"
"1700","PRKD2"
"1701","PRKG1"
"1702","PRKX"
"1703","PRMT2"
"1704","PRNP"
"1705","PRORSD1P"
"1706","PRR11"
"1707","PRR13"
"1708","PRR16"
"1709","PRR26"
"1710","PRR5"
"1711","PRRT2"
"1712","PRRX1"
"1713","PRSS23"
"1714","PRTG"
"1715","PRUNE"
"1716","PRUNE2"
"1717","PSD2"
"1718","PSD3"
"1719","PSD4"
"1720","PSMB2"
"1721","PSMB5"
"1722","PSMD14"
"1723","PSMF1"
"1724","PSMG4"
"1725","PTAR1"
"1726","PTCH1"
"1727","PTCHD1"
"1728","PTCSC3"
"1729","PTDSS1"
"1730","PTGDS"
"1731","PTGES3"
"1732","PTH1R"
"1733","PTN"
"1734","PTPN20"
"1735","PTPN3"
"1736","PTPN9"
"1737","PTPRA"
"1738","PTPRD"
"1739","PTPRE"
"1740","PTPRF"
"1741","PTPRG"
"1742","PTPRJ"
"1743","PTPRT"
"1744","PTPRZ1"
"1745","PURG"
"1746","PWRN1"
"1747","PWWP2A"
"1748","PXDN"
"1749","PXK"
"1750","PYGL"
"1751","PYGM"
"1752","PYROXD2"
"1753","PYY"
"1754","QDPR"
"1755","QKI"
"1756","RAB10"
"1757","RAB11A"
"1758","RAB22A"
"1759","RAB23"
"1760","RAB31"
"1761","RAB3GAP1"
"1762","RAB40A"
"1763","RAB4A"
"1764","RAB6A"
"1765","RACK1"
"1766","RAD18"
"1767","RAD51B"
"1768","RADIL"
"1769","RALGAPA1"
"1770","RALGAPA2"
"1771","RAMP1"
"1772","RANBP2"
"1773","RANBP3L"
"1774","RAP1B"
"1775","RAPGEF3"
"1776","RAPGEF4"
"1777","RAPH1"
"1778","RARRES2"
"1779","RARRES3"
"1780","RASD1"
"1781","RASGEF1A"
"1782","RASGEF1B"
"1783","RASGEF1C"
"1784","RASGRP1"
"1785","RASGRP3"
"1786","RASL12"
"1787","RASSF4"
"1788","RB1"
"1789","RBBP6"
"1790","RBFOX1"
"1791","RBM12"
"1792","RBM25"
"1793","RBM28"
"1794","RBM42"
"1795","RBM43"
"1796","RBM44"
"1797","RBMS1"
"1798","RBPMS"
"1799","RC3H1"
"1800","RCAN2"
"1801","RCN3"
"1802","RCOR1"
"1803","RDH11"
"1804","RENBP"
"1805","REPS1"
"1806","RER1"
"1807","RERE"
"1808","RERG"
"1809","RET"
"1810","REV3L"
"1811","RFFL"
"1812","RFTN1"
"1813","RFX2"
"1814","RFX3"
"1815","RFX8"
"1816","RGCC"
"1817","RGL1"
"1818","RGL3"
"1819","RGN"
"1820","RGR"
"1821","RGS20"
"1822","RGS3"
"1823","RGS6"
"1824","RGS7"
"1825","RGS9"
"1826","RHBDD1"
"1827","RHBDD3"
"1828","RHBDL2"
"1829","RHBDL3"
"1830","RHOB"
"1831","RHOBTB3"
"1832","RHOF"
"1833","RHOT1"
"1834","RHOXF1-AS1"
"1835","RHPN1"
"1836","RHPN2"
"1837","RIBC2"
"1838","RILPL2"
"1839","RIMS1"
"1840","RIN3"
"1841","RLBP1"
"1842","RLF"
"1843","RMND1"
"1844","RMST"
"1845","RND1"
"1846","RNF122"
"1847","RNF144A"
"1848","RNF144B"
"1849","RNF150"
"1850","RNF180"
"1851","RNF19A"
"1852","RNF207"
"1853","RNF219-AS1"
"1854","RNF220"
"1855","ROBO2"
"1856","ROMO1"
"1857","ROR1"
"1858","RORA"
"1859","RORB"
"1860","RP1-122P22.2"
"1861","RP1-146A15.1"
"1862","RP1-186E20.2"
"1863","RP1-197B17.3"
"1864","RP1-209A6.1"
"1865","RP1-222E13.10"
"1866","RP1-292B18.4"
"1867","RP1-34B20.21"
"1868","RP1-84O15.2"
"1869","RP1-90L6.2"
"1870","RP1-93I3.1"
"1871","RP11-1006G14.2"
"1872","RP11-1007O24.3"
"1873","RP11-101O21.1"
"1874","RP11-106M7.1"
"1875","RP11-109A6.5"
"1876","RP11-10L7.1"
"1877","RP11-10O17.3"
"1878","RP11-1134I14.2"
"1879","RP11-114J13.1"
"1880","RP11-115D19.1"
"1881","RP11-116N8.1"
"1882","RP11-116O18.3"
"1883","RP11-119D9.5"
"1884","RP11-122C21.1"
"1885","RP11-122G18.10"
"1886","RP11-124A7.1"
"1887","RP11-12A1.1"
"1888","RP11-131M11.4"
"1889","RP11-133F8.2"
"1890","RP11-138A9.2"
"1891","RP11-139K4.1"
"1892","RP11-13B9.5"
"1893","RP11-146D12.2"
"1894","RP11-149P24.1"
"1895","RP11-154D6.1"
"1896","RP11-154H17.1"
"1897","RP11-156K13.1"
"1898","RP11-15B24.5"
"1899","RP11-15H20.6"
"1900","RP11-163N6.2"
"1901","RP11-165N12.2"
"1902","RP11-16N10.2"
"1903","RP11-170M17.1"
"1904","RP11-171A24.3"
"1905","RP11-174G6.1"
"1906","RP11-175P13.3"
"1907","RP11-176N18.2"
"1908","RP11-177G23.1"
"1909","RP11-179A16.1"
"1910","RP11-182I10.3"
"1911","RP11-184D12.1"
"1912","RP11-187E13.2"
"1913","RP11-187O7.3"
"1914","RP11-18H7.1"
"1915","RP11-18M11.2"
"1916","RP11-191L9.4"
"1917","RP11-196G11.2"
"1918","RP11-1A16.1"
"1919","RP11-204J18.3"
"1920","RP11-206L10.11"
"1921","RP11-206L10.9"
"1922","RP11-210M15.2"
"1923","RP11-212D19.4"
"1924","RP11-212P7.2"
"1925","RP11-212P7.3"
"1926","RP11-215A19.1"
"1927","RP11-217C7.1"
"1928","RP11-226E21.4"
"1929","RP11-226M10.3"
"1930","RP11-229D13.3"
"1931","RP11-23D24.2"
"1932","RP11-243A14.1"
"1933","RP11-259K15.3"
"1934","RP11-260G13.1"
"1935","RP11-261N11.14"
"1936","RP11-266E6.3"
"1937","RP11-266O8.1"
"1938","RP11-267A15.1"
"1939","RP11-268G12.1"
"1940","RP11-274B21.9"
"1941","RP11-274G22.1"
"1942","RP11-274H2.2"
"1943","RP11-280F2.2"
"1944","RP11-281A20.3"
"1945","RP11-284M14.1"
"1946","RP11-285F7.2"
"1947","RP11-296O14.3"
"1948","RP11-314O13.1"
"1949","RP11-316P17.2"
"1950","RP11-317J10.2"
"1951","RP11-317N12.1"
"1952","RP11-318C24.2"
"1953","RP11-31F15.2"
"1954","RP11-323P17.1"
"1955","RP11-327J17.3"
"1956","RP11-328J2.1"
"1957","RP11-32K4.1"
"1958","RP11-342D14.1"
"1959","RP11-346C4.2"
"1960","RP11-348J24.2"
"1961","RP11-350A18.1"
"1962","RP11-352G18.2"
"1963","RP11-355B11.2"
"1964","RP11-360L9.4"
"1965","RP11-363G15.2"
"1966","RP11-37C7.3"
"1967","RP11-382A18.1"
"1968","RP11-384E5.2"
"1969","RP11-384F7.2"
"1970","RP11-390B4.5"
"1971","RP11-390P2.4"
"1972","RP11-392O17.1"
"1973","RP11-397C12.1"
"1974","RP11-398F12.1"
"1975","RP11-398K22.12"
"1976","RP11-3B12.2"
"1977","RP11-400N13.1"
"1978","RP11-402L6.1"
"1979","RP11-403A3.3"
"1980","RP11-403I13.4"
"1981","RP11-407B7.1"
"1982","RP11-407G23.5"
"1983","RP11-40F8.2"
"1984","RP11-420A23.1"
"1985","RP11-422P15.3"
"1986","RP11-422P24.13"
"1987","RP11-428O18.6"
"1988","RP11-430C1.1"
"1989","RP11-432B6.3"
"1990","RP11-434C1.3"
"1991","RP11-436D23.1"
"1992","RP11-438E5.1"
"1993","RP11-441O15.3"
"1994","RP11-446J8.1"
"1995","RP11-447D11.2"
"1996","RP11-447J13.2"
"1997","RP11-449P15.2"
"1998","RP11-452L6.5"
"1999","RP11-452N4.1"
"2000","RP11-453E17.1"
"2001","RP11-464F9.21"
"2002","RP11-469A15.2"
"2003","RP11-473D24.1"
"2004","RP11-475O6.1"
"2005","RP11-479O17.12"
"2006","RP11-480C22.1"
"2007","RP11-483C6.2"
"2008","RP11-486O13.4"
"2009","RP11-488C13.5"
"2010","RP11-492E3.1"
"2011","RP11-492M23.1"
"2012","RP11-506O24.2"
"2013","RP11-509E10.3"
"2014","RP11-509J21.1"
"2015","RP11-511B23.2"
"2016","RP11-517I3.1"
"2017","RP11-523L20.2"
"2018","RP11-526N18.1"
"2019","RP11-550I24.2"
"2020","RP11-550P23.3"
"2021","RP11-554F20.1"
"2022","RP11-556H2.3"
"2023","RP11-557H15.3"
"2024","RP11-55K13.1"
"2025","RP11-563J2.2"
"2026","RP11-563P16.1"
"2027","RP11-564D11.3"
"2028","RP11-566K8.2"
"2029","RP11-568K15.1"
"2030","RP11-571L19.7"
"2031","RP11-572M11.4"
"2032","RP11-575F12.1"
"2033","RP11-582J16.4"
"2034","RP11-586D19.1"
"2035","RP11-58B17.1"
"2036","RP11-58H20.3"
"2037","RP11-595O22.1"
"2038","RP11-596D21.1"
"2039","RP11-597D13.7"
"2040","RP11-597D13.9"
"2041","RP11-60A24.3"
"2042","RP11-60A8.1"
"2043","RP11-611E13.2"
"2044","RP11-613M10.9"
"2045","RP11-624M8.1"
"2046","RP11-627D16.1"
"2047","RP11-627G23.1"
"2048","RP11-630A13.4"
"2049","RP11-631M6.2"
"2050","RP11-65F13.2"
"2051","RP11-661P17.1"
"2052","RP11-665G4.1"
"2053","RP11-667K14.3"
"2054","RP11-669M16.1"
"2055","RP11-66B24.5"
"2056","RP11-678G14.2"
"2057","RP11-690I21.2"
"2058","RP11-696N14.1"
"2059","RP11-69I8.3"
"2060","RP11-6N17.4"
"2061","RP11-702M1.1"
"2062","RP11-705C15.2"
"2063","RP11-708J19.1"
"2064","RP11-71N10.1"
"2065","RP11-727A23.10"
"2066","RP11-733C7.2"
"2067","RP11-734I18.1"
"2068","RP11-734K2.4"
"2069","RP11-735G4.1"
"2070","RP11-739G5.1"
"2071","RP11-74J13.8"
"2072","RP11-758M4.1"
"2073","RP11-770E5.1"
"2074","RP11-770G2.2"
"2075","RP11-773D16.1"
"2076","RP11-77P6.2"
"2077","RP11-783N5.1"
"2078","RP11-78F17.1"
"2079","RP11-792D21.2"
"2080","RP11-798K3.2"
"2081","RP11-799O21.1"
"2082","RP11-799O21.2"
"2083","RP11-80H5.9"
"2084","RP11-814P5.1"
"2085","RP11-819C21.1"
"2086","RP11-81N13.1"
"2087","RP11-823P9.1"
"2088","RP11-838N2.5"
"2089","RP11-856F16.2"
"2090","RP11-867G23.8"
"2091","RP11-86H7.1"
"2092","RP11-877E17.2"
"2093","RP11-87F15.2"
"2094","RP11-883A18.3"
"2095","RP11-884K10.5"
"2096","RP11-90B9.2"
"2097","RP11-90C4.1"
"2098","RP11-91H12.4"
"2099","RP11-946L20.2"
"2100","RP11-95D17.1"
"2101","RP11-96D1.8"
"2102","RP11-96H19.1"
"2103","RP11-981P6.1"
"2104","RP13-188A5.1"
"2105","RP13-507I23.1"
"2106","RP13-582O9.6"
"2107","RP3-394A18.1"
"2108","RP3-433F14.3"
"2109","RP3-461F17.3"
"2110","RP3-523C21.2"
"2111","RP4-537K23.4"
"2112","RP4-562J12.2"
"2113","RP4-569M23.4"
"2114","RP4-604G5.1"
"2115","RP4-625H18.2"
"2116","RP4-639F20.1"
"2117","RP4-673D20.3"
"2118","RP4-673D20.6"
"2119","RP4-694B14.5"
"2120","RP4-717I23.3"
"2121","RP4-736L20.5"
"2122","RP4-777O23.3"
"2123","RP4-794H19.2"
"2124","RP5-1021I20.1"
"2125","RP5-1043L13.1"
"2126","RP5-1099C19.2"
"2127","RP5-1159O4.1"
"2128","RP5-842K24.2"
"2129","RP5-855F14.1"
"2130","RP5-907D15.2"
"2131","RP5-912I13.2"
"2132","RP5-940J5.6"
"2133","RP5-965F6.2"
"2134","RP9"
"2135","RPE65"
"2136","RPL11"
"2137","RPL13"
"2138","RPL23"
"2139","RPL27A"
"2140","RPL34"
"2141","RPL35"
"2142","RPL35A"
"2143","RPL36AL"
"2144","RPL39L"
"2145","RPL7"
"2146","RPLP1"
"2147","RPLP2"
"2148","RPRD1B"
"2149","RPS10-NUDT3"
"2150","RPS11"
"2151","RPS12"
"2152","RPS2"
"2153","RPS27"
"2154","RPS4Y1"
"2155","RPS6"
"2156","RPS6KA2"
"2157","RPS6KA3"
"2158","RPS6KC1"
"2159","RRP1"
"2160","RRP7A"
"2161","RSBN1"
"2162","RSPH9"
"2163","RSPO4"
"2164","RSRC1"
"2165","RSRP1"
"2166","RTN1"
"2167","RTN4"
"2168","RTN4RL1"
"2169","RUFY3"
"2170","RUNX1"
"2171","RUNX1T1"
"2172","RXRA"
"2173","RXRG"
"2174","RYK"
"2175","RYR1"
"2176","RYR3"
"2177","S100A13"
"2178","S100A6"
"2179","S1PR1"
"2180","SAFB2"
"2181","SAMD4A"
"2182","SAMD8"
"2183","SAMHD1"
"2184","SAP30BP"
"2185","SAR1B"
"2186","SARAF"
"2187","SASH1"
"2188","SAT1"
"2189","SATB1"
"2190","SAXO1"
"2191","SBF2"
"2192","SCAMP1"
"2193","SCARB1"
"2194","SCARNA9"
"2195","SCD"
"2196","SCD5"
"2197","SCFD2"
"2198","SCG3"
"2199","SCGB2B2"
"2200","SCHLAP1"
"2201","SCLT1"
"2202","SCPEP1"
"2203","SCYL3"
"2204","SDC2"
"2205","SDC3"
"2206","SDC4"
"2207","SDK1"
"2208","SDK2"
"2209","SEC14L1"
"2210","SEC14L5"
"2211","SEC16A"
"2212","SEC24C"
"2213","SEC62"
"2214","SEL1L3"
"2215","SEM1"
"2216","SEMA3A"
"2217","SEMA3B"
"2218","SEMA3D"
"2219","SEMA3E"
"2220","SEMA4A"
"2221","SEMA4B"
"2222","SEMA5A"
"2223","SEMA5B"
"2224","SEMA6A"
"2225","SEMA6D"
"2226","SENP2"
"2227","SEPN1"
"2228","SEPT4"
"2229","SEPT7"
"2230","SERGEF"
"2231","SERINC1"
"2232","SERPINB9"
"2233","SERPINE2"
"2234","SERPINI2"
"2235","SERTM1"
"2236","SESN3"
"2237","SETBP1"
"2238","SEZ6"
"2239","SEZ6L"
"2240","SF1"
"2241","SF3A1"
"2242","SFMBT2"
"2243","SFRP4"
"2244","SFXN5"
"2245","SGCD"
"2246","SGCZ"
"2247","SGIP1"
"2248","SGK1"
"2249","SGK3"
"2250","SGSM1"
"2251","SGSM3"
"2252","SH2D3C"
"2253","SH2D4A"
"2254","SH3BGRL2"
"2255","SH3BP5L"
"2256","SH3GL2"
"2257","SH3PXD2B"
"2258","SH3RF1"
"2259","SHC2"
"2260","SHC3"
"2261","SHROOM2"
"2262","SHROOM3"
"2263","SHROOM4"
"2264","SHTN1"
"2265","SIDT1"
"2266","SIK3"
"2267","SIKE1"
"2268","SIM2"
"2269","SIPA1L1"
"2270","SIPA1L2"
"2271","SLC14A1"
"2272","SLC16A12"
"2273","SLC16A9"
"2274","SLC17A5"
"2275","SLC19A2"
"2276","SLC19A3"
"2277","SLC1A2"
"2278","SLC1A4"
"2279","SLC22A15"
"2280","SLC22A23"
"2281","SLC24A2"
"2282","SLC24A3"
"2283","SLC24A4"
"2284","SLC25A11"
"2285","SLC25A17"
"2286","SLC25A18"
"2287","SLC25A20"
"2288","SLC25A23"
"2289","SLC25A3"
"2290","SLC25A33"
"2291","SLC25A37"
"2292","SLC25A48"
"2293","SLC26A11"
"2294","SLC26A2"
"2295","SLC26A5"
"2296","SLC26A7"
"2297","SLC26A8"
"2298","SLC27A1"
"2299","SLC28A3"
"2300","SLC29A3"
"2301","SLC30A10"
"2302","SLC35A3"
"2303","SLC35F1"
"2304","SLC37A1"
"2305","SLC38A1"
"2306","SLC38A2"
"2307","SLC39A12"
"2308","SLC39A14"
"2309","SLC39A9"
"2310","SLC44A1"
"2311","SLC44A3"
"2312","SLC44A5"
"2313","SLC46A1"
"2314","SLC47A2"
"2315","SLC4A4"
"2316","SLC6A1"
"2317","SLC6A11"
"2318","SLC7A11"
"2319","SLC7A2"
"2320","SLC7A5"
"2321","SLC8A1"
"2322","SLC8A3"
"2323","SLC8B1"
"2324","SLC9A7"
"2325","SLC9A9"
"2326","SLCO1C1"
"2327","SLCO3A1"
"2328","SLCO4A1"
"2329","SLF1"
"2330","SLIT3"
"2331","SLITRK2"
"2332","SMAD9"
"2333","SMARCA2"
"2334","SMARCC1"
"2335","SMG1"
"2336","SMIM19"
"2337","SMNDC1"
"2338","SMO"
"2339","SMOC1"
"2340","SMOX"
"2341","SMS"
"2342","SMURF2"
"2343","SNAP23"
"2344","SNAP47"
"2345","SNAPC3"
"2346","SNAPIN"
"2347","SNCA"
"2348","SNCAIP"
"2349","SNCG"
"2350","SND1-IT1"
"2351","SNHG14"
"2352","SNRPE"
"2353","SNTA1"
"2354","SNTG1"
"2355","SNX14"
"2356","SNX25"
"2357","SNX29"
"2358","SNX31"
"2359","SOBP"
"2360","SOCS2"
"2361","SOD2"
"2362","SORBS1"
"2363","SORBS2"
"2364","SORBS3"
"2365","SORCS2"
"2366","SORCS3"
"2367","SORL1"
"2368","SORT1"
"2369","SOWAHA"
"2370","SOX2"
"2371","SOX4"
"2372","SOX5"
"2373","SOX6"
"2374","SOX9"
"2375","SOX9-AS1"
"2376","SPAG1"
"2377","SPARC"
"2378","SPARCL1"
"2379","SPATS2L"
"2380","SPCS3"
"2381","SPEG"
"2382","SPEN"
"2383","SPESP1"
"2384","SPG20"
"2385","SPG20OS"
"2386","SPI1"
"2387","SPINK8"
"2388","SPINT2"
"2389","SPOCD1"
"2390","SPOCK1"
"2391","SPOCK2"
"2392","SPOCK3"
"2393","SPON1"
"2394","SPOP"
"2395","SPRED1"
"2396","SPRED2"
"2397","SPSB1"
"2398","SPSB4"
"2399","SPTAN1"
"2400","SPTBN1"
"2401","SQLE"
"2402","SREBF2"
"2403","SREK1"
"2404","SREK1IP1"
"2405","SRGAP1"
"2406","SRGAP2C"
"2407","SRL"
"2408","SRRT"
"2409","SRSF3"
"2410","SRSF5"
"2411","SSR3"
"2412","SSR4"
"2413","SSTR2"
"2414","ST14"
"2415","ST18"
"2416","ST3GAL1"
"2417","ST6GAL1"
"2418","ST6GAL2"
"2419","ST6GALNAC3"
"2420","ST8SIA1"
"2421","STAG3L5P"
"2422","STAMBPL1"
"2423","STARD3"
"2424","STAT2"
"2425","STAT3"
"2426","STAT6"
"2427","STIM2"
"2428","STK17B"
"2429","STK32A"
"2430","STK38L"
"2431","STOM"
"2432","STON2"
"2433","STOX1"
"2434","STOX2"
"2435","STPG1"
"2436","STPG2"
"2437","STX16"
"2438","STX18"
"2439","STXBP3"
"2440","STXBP5L"
"2441","STYXL1"
"2442","SUCLG1"
"2443","SUN1"
"2444","SUN2"
"2445","SUSD1"
"2446","SUSD6"
"2447","SUZ12"
"2448","SV2B"
"2449","SWT1"
"2450","SYCE2"
"2451","SYCP2L"
"2452","SYDE2"
"2453","SYNC"
"2454","SYNDIG1"
"2455","SYNE1"
"2456","SYNJ2"
"2457","SYNM"
"2458","SYNPO2"
"2459","SYT10"
"2460","SYT14"
"2461","SYT4"
"2462","SYTL4"
"2463","TAB1"
"2464","TAB2"
"2465","TAF4B"
"2466","TANC2"
"2467","TAOK3"
"2468","TBC1D1"
"2469","TBC1D10A"
"2470","TBC1D17"
"2471","TBC1D4"
"2472","TBC1D5"
"2473","TBCA"
"2474","TBCCD1"
"2475","TBL1XR1"
"2476","TBX19"
"2477","TCEAL1"
"2478","TCEANC2"
"2479","TCF12"
"2480","TCF3"
"2481","TCF4"
"2482","TCFL5"
"2483","TCN2"
"2484","TCP11L2"
"2485","TCTN2"
"2486","TDRD3"
"2487","TEAD4"
"2488","TECTA"
"2489","TEK"
"2490","TEKT5"
"2491","TENM2"
"2492","TENM3"
"2493","TET1"
"2494","TEX14"
"2495","TEX9"
"2496","TF"
"2497","TFCP2L1"
"2498","TFRC"
"2499","TGFBR3"
"2500","TGIF2-C20orf24"
"2501","TGOLN2"
"2502","THADA"
"2503","THAP6"
"2504","THRA"
"2505","THSD1"
"2506","THSD7A"
"2507","TIAM1"
"2508","TICAM1"
"2509","TIMM21"
"2510","TIMP3"
"2511","TKT"
"2512","TLE1"
"2513","TLE2"
"2514","TLE3"
"2515","TLE4"
