"","V1"
"1309","SH3RF3"
"1310","SH3TC1"
"1311","SH3TC2"
"1312","SHF"
"1313","SHISA5"
"1314","SHROOM2"
"1315","SHROOM3"
"1316","SHTN1"
"1317","SIRPB2"
"1318","SKAP2"
"1319","SLC11A1"
"1320","SLC11A2"
"1321","SLC15A2"
"1322","SLC19A2"
"1323","SLC1A3"
"1324","SLC1A6"
"1325","SLC25A17"
"1326","SLC25A37"
"1327","SLC25A39"
"1328","SLC29A3"
"1329","SLC2A3"
"1330","SLC35G2"
"1331","SLC44A2"
"1332","SLC45A4"
"1333","SLC4A7"
"1334","SLC6A11"
"1335","SLC6A16"
"1336","SLC7A5"
"1337","SLC7A8"
"1338","SLC8A1"
"1339","SLC9A9"
"1340","SMAD5"
"1341","SMAP2"
"1342","SMIM7"
"1343","SMOC1"
"1344","SMURF2"
"1345","SMYD3"
"1346","SNF8"
"1347","SNHG16"
"1348","SNHG7"
"1349","SNN"
"1350","SNRPG"
"1351","SNW1"
"1352","SNX2"
"1353","SNX29"
"1354","SNX6"
"1355","SON"
"1356","SORCS2"
"1357","SORL1"
"1358","SORT1"
"1359","SPARC"
"1360","SPATA33"
"1361","SPATA5"
"1362","SPATA6"
"1363","SPATA7"
"1364","SPATS2"
"1365","SPATS2L"
"1366","SPICE1"
"1367","SPIDR"
"1368","SPON1"
"1369","SPOP"
"1370","SPP1"
"1371","SPRED2"
"1372","SPTBN1"
"1373","SPTLC2"
"1374","SPTSSA"
"1375","SRA1"
"1376","SREBF2"
"1377","SREK1IP1"
"1378","SRGAP1"
"1379","SRGAP2"
"1380","SRGAP2B"
"1381","SRGAP2C"
"1382","SRGN"
"1383","SRP72"
"1384","SRSF5"
"1385","SRSF9"
"1386","SSBP2"
"1387","SSH2"
"1388","ST3GAL1"
"1389","ST6GAL1"
"1390","ST6GALNAC3"
"1391","ST6GALNAC4"
"1392","STARD10"
"1393","STARD13"
"1394","STARD5"
"1395","STARD9"
"1396","STAT6"
"1397","STK17B"
"1398","STK24"
"1399","STK32A"
"1400","STK33"
"1401","STRAP"
"1402","STRBP"
"1403","STRIP1"
"1404","STX10"
"1405","STX16"
"1406","STX1A"
"1407","STX6"
"1408","STXBP3"
"1409","STYXL1"
"1410","SUDS3"
"1411","SUGCT"
"1412","SUGP2"
"1413","SUPT3H"
"1414","SUPT6H"
"1415","SUSD6"
"1416","SWI5"
"1417","SYAP1"
"1418","SYCP2L"
"1419","SYK"
"1420","SYNDIG1"
"1421","SYT1"
"1422","SYT17"
"1423","SYT6"
"1424","TAF1A"
"1425","TANC1"
"1426","TANC2"
"1427","TBC1D1"
"1428","TBC1D14"
"1429","TBC1D15"
"1430","TBC1D16"
"1431","TBC1D4"
"1432","TBC1D5"
"1433","TBL2"
"1434","TBRG1"
"1435","TBXAS1"
"1436","TCEAL3"
"1437","TCEAL7"
"1438","TCF12"
"1439","TCF4"
"1440","TDRD7"
"1441","TDRD9"
"1442","TEFM"
"1443","TEK"
"1444","TEX14"
"1445","TEX29"
"1446","TEX9"
"1447","TF"
"1448","TFEC"
"1449","TG"
"1450","TGFBR1"
"1451","TGFBR2"
"1452","THAP2"
"1453","THOC2"
"1454","TIAM1"
"1455","TIMP2"
"1456","TIPARP"
"1457","TIPRL"
"1458","TKT"
"1459","TLE3"
"1460","TLR1"
"1461","TLR2"
"1462","TM2D1"
"1463","TM9SF3"
"1464","TM9SF4"
"1465","TMC6"
"1466","TMC8"
"1467","TMED10"
"1468","TMED4"
"1469","TMEM106C"
"1470","TMEM147"
"1471","TMEM156"
"1472","TMEM163"
"1473","TMEM176B"
"1474","TMEM182"
"1475","TMEM198"
"1476","TMEM30A"
"1477","TMEM35"
"1478","TMEM39A"
"1479","TMEM39B"
"1480","TMEM59L"
"1481","TMEM63C"
"1482","TMEM74"
"1483","TMEM87A"
"1484","TMOD2"
"1485","TMPO"
"1486","TMPRSS12"
"1487","TMSB10"
"1488","TNFAIP8"
"1489","TNFRSF11A"
"1490","TNIP2"
"1491","TNNT1"
"1492","TNPO3"
"1493","TNRC18"
"1494","TNRC6C"
"1495","TNS1"
"1496","TOM1L2"
"1497","TOP1"
"1498","TOX3"
"1499","TP53BP1"
"1500","TPD52"
"1501","TPGS2"
"1502","TPM3"
"1503","TPST2"
"1504","TRA2B"
"1505","TRAF3"
"1506","TRAK1"
"1507","TRIP11"
"1508","TRMT10C"
"1509","TRMT11"
"1510","TRMT112"
"1511","TRMT13"
"1512","TRPS1"
"1513","TRRAP"
"1514","TSC22D2"
"1515","TSC22D3"
"1516","TSGA10"
"1517","TSPAN9"
"1518","TSPYL1"
"1519","TTC17"
"1520","TTC19"
"1521","TTC28"
"1522","TTC33"
"1523","TTC7A"
"1524","TTC8"
"1525","TTTY15"
"1526","TUBA1C"
"1527","TUBB8"
"1528","TUBBP5"
"1529","TUBGCP2"
"1530","TUG1"
"1531","TXNDC17"
"1532","TXNIP"
"1533","U2AF1"
"1534","U52111.14"
"1535","UBA2"
"1536","UBAP1"
"1537","UBASH3B"
"1538","UBE2D3"
"1539","UBE2L6"
"1540","UBTF"
"1541","UGGT1"
"1542","UNC119B"
"1543","UNC13B"
"1544","UNC5B"
"1545","UPF2"
"1546","UPF3B"
"1547","UROS"
"1548","USF3"
"1549","USP16"
"1550","USP24"
"1551","USP28"
"1552","USP31"
"1553","USP37"
"1554","USP4"
"1555","USP53"
"1556","USP6NL"
"1557","USP9Y"
"1558","UTY"
"1559","VAT1"
"1560","VAV1"
"1561","VIT"
"1562","VPS13A"
"1563","VPS13B"
"1564","VSIR"
"1565","VSTM5"
"1566","VWC2"
"1567","WAPL"
"1568","WASF2"
"1569","WDFY3"
"1570","WDFY4"
"1571","WDR11"
"1572","WDR19"
"1573","WDR34"
"1574","WDR45B"
"1575","WDR90"
"1576","WNT5B"
"1577","WRN"
"1578","WSB1"
"1579","WSCD2"
"1580","XAF1"
"1581","XPO1"
"1582","XPR1"
"1583","XXcos-LUCA16.1"
"1584","YAF2"
"1585","YLPM1"
"1586","YWHAB"
"1587","ZBED3-AS1"
"1588","ZBED4"
"1589","ZBTB16"
"1590","ZBTB41"
"1591","ZBTB43"
"1592","ZBTB8OS"
"1593","ZCCHC6"
"1594","ZDHHC14"
"1595","ZFHX3"
"1596","ZFP36L1"
"1597","ZFP36L2"
"1598","ZFP69B"
"1599","ZFY"
"1600","ZFYVE28"
"1601","ZKSCAN5"
"1602","ZMIZ1"
"1603","ZMYND8"
"1604","ZNF124"
"1605","ZNF14"
"1606","ZNF146"
"1607","ZNF155"
"1608","ZNF189"
"1609","ZNF292"
"1610","ZNF3"
"1611","ZNF389"
"1612","ZNF428"
"1613","ZNF470"
"1614","ZNF490"
"1615","ZNF506"
"1616","ZNF536"
"1617","ZNF589"
"1618","ZNF638"
"1619","ZNF682"
"1620","ZNF691"
"1621","ZNF710"
"1622","ZNF718"
"1623","ZNF746"
"1624","ZNF772"
"1625","ZNF808"
"1626","ZNF81"
"1627","ZNF83"
"1628","ZNF846"
"1629","ZNF891"
"1630","ZNF90"
"1631","ZNRF1"
"1632","ZRSR2"
"1633","ZSWIM6"
"1634","ZXDA"
"1635","ABI3"
"1636","AC144835.1"
"1637","ADORA3"
"1638","ALDOB"
"1639","ALOX15B"
"1640","ANKRD22"
"1641","C1QA"
"1642","C1QB"
"1643","C1QC"
"1644","CD37"
"1645","CD40"
"1646","CD69"
"1647","CH17-32G2.1"
"1648","CLEC7A"
"1649","CLEC9A"
"1650","DAPP1"
"1651","EDA2R"
"1652","ELF4"
"1653","FCER1G"
"1654","FCGR3A"
"1655","GIF"
"1656","GPIHBP1"
"1657","GS1-279B7.1"
"1658","HAMP"
"1659","HBA2"
"1660","HTRA4"
"1661","IL1B"
"1662","IL21R"
"1663","INSC"
"1664","KLHL10"
"1665","LL0XNC01-237H1.3"
"1666","LRRC31"
"1667","MNDA"
"1668","MS4A14"
"1669","MS4A6A"
"1670","RASAL3"
"1671","RGS1"
"1672","RP1-78B3.1"
"1673","RP11-153M7.3"
"1674","RP11-218F4.1"
"1675","RP11-264L1.1"
"1676","RP11-357N13.3"
"1677","RP11-398J13.1"
"1678","RP11-399K21.12"
"1679","RP11-493L12.3"
"1680","RP11-53B2.3"
"1681","RP11-558O12.3"
"1682","RP11-676J12.7"
"1683","RP11-6C14.1"
"1684","RP11-6J21.1"
"1685","RP11-95I16.4"
"1686","RP3-455J7.4"
"1687","RP4-644F6.3"
"1688","SASH3"
"1689","SIGLEC9"
"1690","SSBP3-AS1"
"1691","VSIG4"
"1692","XIST"
"1693","ZNF812P"
"1694","AC017076.5"
"1695","BCL2L12"
"1696","BTBD16"
"1697","CACTIN"
"1698","CEP55"
"1699","DNAJC9-AS1"
"1700","EDN1"
"1701","FGF20"
"1702","GAL3ST4"
"1703","GNA15"
"1704","JAGN1"
"1705","MRPL2"
"1706","MXD3"
"1707","NFKB2"
"1708","PCDHB4"
"1709","RN7SL587P"
"1710","RP1-228H13.6"
"1711","RP11-178C3.6"
"1712","RP11-307E17.8"
"1713","RP11-365O16.6"
"1714","RP11-413N19.2"
"1715","RP11-46H11.3"
"1716","RP11-489O18.1"
"1717","RP11-546K22.1"
"1718","RP11-840I19.3"
"1719","SNORD3A"
"1720","TIMD4"
"1721","TMEM236"
"1722","TNFAIP8L3"
"1723","TNFRSF11B"
"1724","TVP23C"
"1725","RP11-347P5.1"
"1726","RP11-472N13.3"
"1727","RP11-691H4.1"
"1728","CLEC17A"
"1729","CXCL8"
"1730","IL1A"
"1731","PLD4"
"1732","AP000437.3"
"1733","CTGLF8P"
"1734","EDDM13"
"1735","KIF18B"
"1736","KIF23"
"1737","MIR3142HG"
"1738","MYO7B"
"1739","P2RY6"
"1740","RGS19"
"1741","RNMTL1"
"1742","ROM1"
"1743","RP11-124G5.3"
"1744","RP11-472I20.4"
"1745","RP11-946L20.4"
"1746","SLC35B2"
"1747","SLC39A3"
"1748","ZMYND15"
"1749","AANAT"
"1750","BOLL"
"1751","C7"
"1752","CTC-459F4.1"
"1753","CTF1"
"1754","CYB561D2"
"1755","HDDC3"
"1756","PODNL1"
"1757","RP1-148H17.1"
"1758","RP11-347H15.5"
"1759","RP11-526H11.1"
"1760","RP4-794H19.1"
"1761","SEC14L6"
"1762","SLC16A6"
"1763","TDRD12"
"1764","RP11-485F13.1"
"1765","AF230666.2"
"1766","ABCC13"
"1767","AC006160.5"
"1768","AC093901.1"
"1769","AL157871.2"
"1770","AP000640.2"
"1771","AP001462.6"
"1772","ASAP1-IT2"
"1773","ATP1A4"
"1774","BIRC5"
"1775","C20orf197"
"1776","CALHM2"
"1777","CARD9"
"1778","CASP4"
"1779","CD70"
"1780","CDCA2"
"1781","CHRNA5"
"1782","CTB-129P6.11"
"1783","CTC-265F19.2"
"1784","CTC-428I3.1"
"1785","CTC-435M10.3"
"1786","CTD-2012K14.5"
"1787","CTD-2014D20.1"
"1788","CTD-2020K17.3"
"1789","CTD-2197O4.1"
"1790","CTD-2246P4.1"
"1791","CTD-2371O3.3"
"1792","CTD-2537I9.12"
"1793","DCST2"
"1794","DEPDC1"
"1795","F11R"
"1796","FGFBP3"
"1797","GIMAP4"
"1798","GNLY"
"1799","GTF2IP1"
"1800","HPSE"
"1801","IL4I1"
"1802","IQGAP3"
"1803","KRT8P12"
"1804","LCK"
"1805","LEAP2"
"1806","LRRC8E"
"1807","LRTOMT"
"1808","MAN1B1-AS1"
"1809","MAP4K1"
"1810","MEPCE"
"1811","MKI67"
"1812","NCAPH"
"1813","NOP2"
"1814","NSUN5P2"
"1815","ORC1"
"1816","PCBP2-OT1"
"1817","PIM1"
"1818","PKD2L1"
"1819","PRICKLE3"
"1820","RHEBL1"
"1821","RN7SL220P"
"1822","RNU4-78P"
"1823","RNU6-268P"
"1824","RP11-122K13.12"
"1825","RP11-149A7.2"
"1826","RP11-14C22.4"
"1827","RP11-16C1.2"
"1828","RP11-177C12.1"
"1829","RP11-230F18.6"
"1830","RP11-265P11.1"
"1831","RP11-293M10.6"
"1832","RP11-305P22.9"
"1833","RP11-356J5.5"
"1834","RP11-463J7.2"
"1835","RP11-467L13.7"
"1836","RP11-490O6.2"
"1837","RP11-556O9.2"
"1838","RP11-557C18.3"
"1839","RP11-573D15.9"
"1840","RP11-575A19.2"
"1841","RP11-575L16.1"
"1842","RP11-637A17.2"
"1843","RP11-727A23.4"
"1844","RP11-736E3.1"
"1845","RP11-87M18.2"
"1846","RP11-88I18.2"
"1847","RP3-323N1.2"
"1848","RP3-454G6.2"
"1849","RP4-536B24.3"
"1850","RP4-758J24.6"
"1851","SLC15A3"
"1852","SNHG11"
"1853","SWSAP1"
"1854","TEAD2"
"1855","TLR10"
"1856","TLR6"
"1857","TLR7"
"1858","TMEM159"
"1859","TNFRSF10A"
"1860","TWIST2"
"1861","UBE2T"
"1862","UCKL1-AS1"
"1863","VWC2L"
"1864","ZNF467"
"1865","AC006460.2"
"1866","AC074112.1"
"1867","CTD-2587H24.5"
"1868","RP11-542K23.7"
"1869","ARHGAP9"
"1870","REEP4"
"1871","RP11-327O17.2"
"1872","RP11-789C2.1"
"1873","RP4-543J13.1"
"1874","SLFN13"
"1875","AC007078.4"
"1876","AC103828.1"
"1877","CTD-2373H9.3"
"1878","RP1-85F18.5"
"1879","RP11-492I21.1"
"1880","RP11-532M24.1"
"1881","RP11-81A22.4"
"1882","AC097374.2"
"1883","CD80"
"1884","MMP19"
"1885","RP11-713N11.6"
"1886","AC007036.6"
"1887","RP13-452N2.1"
"1888","FBP1"
"1889","RP11-118B23.6"
"1890","TCIRG1"
"1891","PHOSPHO1"
"1892","CTD-2035E11.5"
"1893","LSP1"
"1894","NAPSB"
"1895","RP11-927P21.6"
"1896","CTD-2026C7.1"
"1897","TMEM119"
"1898","RP11-2P5.4"
"1899","RP11-379P15.1"
"1900","CCL2"
"1901","CLECL1"
"1902","CTD-3128G10.7"
"1903","AC109826.1"
"1904","MEP1A"
"1905","RP11-493L12.2"
"1906","CH17-118O6.3"
"1907","AC005154.7"
"1908","AC083949.1"
"1909","AC092620.3"
"1910","AGPAT2"
"1911","ANGPTL6"
"1912","CDKN2C"
"1913","CHRDL2"
"1914","CLEC1A"
"1915","CTB-94B10.2"
"1916","CTD-2331H12.8"
"1917","EIF3CL"
"1918","FBXO40"
"1919","FOXB1"
"1920","HSD17B13"
"1921","KB-1836B5.1"
"1922","KCNA5"
"1923","KIAA0040"
"1924","MESTIT1"
"1925","MSX1"
"1926","NUDT3"
"1927","PCDH18"
"1928","PIM2"
"1929","PTGER4"
"1930","RP1-206D15.6"
"1931","RP11-1046B16.3"
"1932","RP11-136K14.1"
"1933","RP11-288I21.1"
"1934","RP11-356M20.3"
"1935","RP11-43D4.2"
"1936","RP11-51F16.1"
"1937","RP11-526K17.2"
"1938","RP11-617F23.2"
"1939","RP11-6N17.9"
"1940","RP11-76K19.1"
"1941","RP4-633I8.2"
"1942","RP5-1065J22.8"
"1943","STK26"
"1944","TBCC"
"1945","TGIF2"
"1946","TSPAN16"
"1947","APOC1P1"
"1948","RP11-1070B7.1"
"1949","RP11-304L19.11"
"1950","AC008937.2"
"1951","MTNR1B"
"1952","RP11-103G8.4"
"1953","RP11-244N9.4"
"1954","AC023469.1"
"1955","RP11-484M3.4"
"1956","RP11-538P18.2"
"1957","RP5-940J5.10"
"1958","GLOD5"
"1959","CTC-436P18.3"
"1960","PRG4"
"1961","RP11-233H19.2"
"1962","APOBEC3G"
"1963","RP11-96K19.4"
"1964","RP3-473L9.4"
"1965","SQRDL"
"1966","AC008592.5"
"1967","RP11-445N18.2"
"1968","FOSL1"
"1969","RP11-511P7.2"
"1970","RP11-308B16.2"
"1971","RP11-165F24.3"
"1972","RP11-267N12.3"
"1973","RP11-513G11.4"
"1974","AC009542.2"
"1975","HLA-DRB5"
"1976","RP11-344P13.4"
"1977","SH3PXD2A-AS1"
"1978","RP3-510O8.4"
"1979","AC012065.5"
"1980","BISPR"
"1981","DEXI"
"1982","DOK1"
"1983","RN7SL76P"
"1984","RP11-168J18.6"
"1985","AC010149.4"
"1986","CTD-3014M21.1"
"1987","RNU2-63P"
"1988","AC009166.5"
"1989","C19orf35"
"1990","GIMAP5"
"1991","GUCY2D"
"1992","LYL1"
"1993","RNU4-62P"
"1994","RP11-543G18.1"
"1995","RP4-576H24.2"
"1996","C9orf106"
"1997","CTB-50L17.8"
"1998","RAB3IL1"
"1999","RP11-126O1.4"
"2000","RP11-228B15.4"
"2001","RP11-326L24.9"
"2002","RP11-737O24.2"
"2003","RP13-216E22.4"
"2004","HHEX"
"2005","KCNJ1"
"2006","RP11-128B16.5"
"2007","RP11-402N8.1"
"2008","NCF2"
"2009","TMIGD2"
"2010","CTD-3252C9.4"
"2011","RP11-8J9.4"
"2012","AMICA1"
"2013","CD33"
"2014","GPR65"
"2015","RP11-25K21.6"
"2016","LINC00324"
"2017","AC007040.8"
"2018","ACY3"
"2019","CCR1"
"2020","IFI30"
"2021","LY75"
"2022","RP1-298J18.3"
"2023","RP11-24F11.2"
"2024","RP11-346D6.6"
"2025","RP11-723G8.2"
"2026","TNFRSF13C"
"2027","CD300LB"
"2028","CTC-265F19.3"
"2029","GLI1"
"2030","OR2B11"
"2031","AC007292.3"
"2032","AF127577.11"
"2033","AF127936.3"
"2034","CTD-2175M1.1"
"2035","GBGT1"
"2036","ITGB3"
"2037","PTGDR"
"2038","RN7SL809P"
"2039","RP11-300J18.3"
"2040","RP11-327E2.5"
"2041","RP11-543F8.2"
"2042","RP5-1033H22.2"
"2043","SPINT1"
"2044","ZNHIT2"
"2045","AC064860.2"
"2046","AC024084.1"
"2047","PSMB10"
"2048","RP11-346C20.4"
"2049","ICOSLG"
"2050","AP000330.8"
"2051","AL844908.5"
"2052","RNASE6"
"2053","AC003989.3"
"2054","BCL2A1"
"2055","FCMR"
"2056","IL1RN"
"2057","RP5-1171I10.5"
